Timestamp,What kind of e-learning tool you are using while taking online classes? Name it.,Your age,Gender ,Field of education ,EA1,EA2,EA3,PEOU1,PEOU2,PEOU3,PEOU5,PU1,PU2,PU3,PU4,PU5,US1,US2,US3,US4,US5,US6,US7,QU1,QU2,QU3,QU4,QU5,SA,AU,ITU,STA1,STA2,STA3,PI ,SAC1,PI 1,,SAC1,,rowsd,,Do you think Tool used in E-learning puts highly effect on E-learning acceptability?,Any other suggestion to make E-learning experience better?
2021/01/15 10:54:01 PM GMT+5,Meet,21-23,Male,IT/CS,3,5,3,4,3,4,4,3,3,4,5,3,4,4,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,0,0,3,,3,,0.628810225,"Making problem solving more responsive.
Maintaining the decorum of the class","Yes, usability of the tool highly effects the acceptability.",Making the sessions interactive 
2021/01/15 11:07:46 PM GMT+5,Google meet ,21-23,Male,IT/CS,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,1,3,5,5,4,1,0,5,,2,,0.889917987, ,Yeah,"Instead of focusing on attendence, teachers should focus on quality of education. "
2021/01/15 11:14:53 PM GMT+5,Google Meet,23-27,Female,IT/CS,2,5,3,4,2,2,2,2,2,2,3,2,3,2,2,3,4,4,4,3,4,4,4,4,3,3,1,3,2,2,0,0,2,,2,,0.973204211,By enforcing strict rules ,Not really,None. Simply prefer face to face learning.
2021/01/15 11:29:58 PM GMT+5,Google Meet and Google Classroom,21-23,Female,IT/CS,2,5,5,4,3,2,5,2,2,3,3,2,4,4,3,4,4,4,4,4,4,4,3,4,3,4,2,2,3,2,0,0,2,,3,,0.994236263,-,-,-
2021/01/15 11:35:14 PM GMT+5,Google classroom ,21-23,Male,IT/CS,5,5,2,5,5,5,5,5,3,5,4,5,5,5,5,3,3,3,3,4,3,3,5,3,3,3,5,5,5,5,1,1,5,,4,,1.019916607,.,z,Z
2021/01/15 11:35:50 PM GMT+5,Google Meet,23-27,Male,IT/CS,2,3,5,4,2,1,4,2,1,1,2,1,5,3,3,3,4,5,3,4,3,3,3,1,2,2,1,1,1,1,0,0,1,,2,,1.332183412,I think its can't in CS courses ,No really ,E learning education system only works if exam are online otherwise its totally fail
2021/01/15 11:39:49 PM GMT+5,Google class ,23-27,Male,IT/CS,3,5,3,4,4,4,2,4,4,3,4,3,3,5,5,4,5,5,4,4,4,4,4,4,1,2,1,3,4,1,0,0,3,,1,,1.166584562,No comments ,Yes,No
2021/01/15 11:46:09 PM GMT+5,Google meet,23-27,Female,Data science ,2,3,3,4,5,3,5,4,3,4,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,0,1,3,,4,,0.718395402,I think it's good the way it is,Yes,It was good. 
2021/01/15 11:49:48 PM GMT+5,Google Classroom ,21-23,Female,IT/CS,5,5,2,4,5,4,4,4,3,5,5,4,5,4,4,4,5,5,4,5,5,4,5,3,4,4,4,4,4,4,1,1,4,,4,,0.727932042,The right tool plays an important role in overall acceptability. Different grade level has different requirements in E-Learning so the right choice of tool will increase the acceptability.,Yes ,I am satisfied with the experience.
2021/01/15 11:58:23 PM GMT+5,Zoom,23-27,Male,IT/CS,2,5,5,4,5,4,3,3,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,0,0,3,,3,,0.964305479,There is no need of that,Yes strongly agreed,Its not about E-Learning Tools its about the environment which actually not at the level of face to face learning.
2021/01/16 5:59:48 AM GMT+5,google meet,21-23,Male,IT/CS,1,5,5,5,5,2,3,1,1,2,2,1,4,4,2,3,4,4,3,3,2,4,4,3,2,4,1,1,1,1,0,0,1,,2,,1.430778263,No,No,E-learning can't beat the level of F2F learning
2021/01/16 6:55:21 AM GMT+5,Google Classroom and meet,21-23,Female,IT/CS,2,5,5,4,4,3,4,2,3,3,4,2,4,2,3,3,3,3,2,3,2,3,4,2,2,3,1,2,2,2,0,0,2,,2,,0.99481414,Every teacher must reply to emails and comments on classroom within the least time,Yes,Online sessions on confusions should be made more frequent
2021/01/16 7:10:48 AM GMT+5,Google Meet for online classes. Google Classroom for task submissions.,23-27,Male,IT/CS,2,5,3,5,4,4,5,5,5,5,5,3,5,5,5,3,3,5,5,5,5,5,5,5,4,4,1,4,3,3,0,0,3,,3,,1.095445115,"if other tools are incorporated, other than google classrooms, yes it will be more interactive and studies will be more fun than just being basic.",Yes.,Instead of just google meet and classroom for submissions. We should be exposed to platforms that take online mock quizzes. That will enable us to get used to platforms without the tension of missing out marks due to lack of tool knowledge or mishaps during answer selection.
2021/01/16 8:55:09 AM GMT+5,Meet,23-27,Male,IT/CS,1,3,3,5,5,5,5,1,3,3,5,4,4,5,5,2,3,4,4,4,4,4,4,3,4,4,1,2,2,1,0,0,2,,3,,1.330888563,Classes should be on time  as mentioned in Schedule for Face 2 Face learning,No,"E-Learning in Pakistan is only possible if we have 24/7 electricity available , which is not possible. We face many problems because of electricity and internet. Bandwidth is also an important issue. "
2021/01/16 9:44:21 AM GMT+5,google meet,21-23,Female,IT/CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,5,3,3,4,4,4,4,4,1,1,4,,4,,0.682288239,by providing tutorials about its functionalities,"i think yes ,it does",supply better internet facilities in far away areas so that everybody can learn online
2021/01/16 9:59:18 AM GMT+5,"Google meet, zoom",21-23,Male,IT/CS,3,5,3,4,3,4,5,4,4,5,5,3,4,3,4,3,4,5,4,4,3,3,4,2,3,4,3,3,2,2,0,0,2,,3,,0.894427191,provided that the learning systems provide the 'missing parts' particular to the need and self awareness is raised among the users motivating them to adapt to it (from both sides).,"Yes, they do, with the possibilities they provide such as for user interaction with the tool or among themselves or transferring of knowledge or resources and the quality of them too.","For a bigger picture/a generic use the possibilities vary but specifically for academic purposes the boundaries are precise and concise from a username password authenticated system to a centralized management hierarchy for supervision, from on screen real time canvas to a central (online) database for common resources accessible to l users.   "
2021/01/16 10:30:28 AM GMT+5,"Zoom, Meet",21-23,Female,IT/CS,3,5,5,5,4,5,5,4,3,1,3,2,4,4,3,3,4,4,5,5,5,3,5,4,4,4,2,2,1,1,0,0,1,,3,,1.302517456,"Measures should be taken to ensure that all students attend classes and if missed, they took the recorded lectures. Else it can easily be said that the tool isn't useful when students didn't attend lectures. ","No, the tool used doesn't contribute much (as long as it is user-friendly). What matters is the teaching method and the ability to keep the students interest.",.
2021/01/16 11:16:47 AM GMT+5,Google classroom,18-20,Male,IT/CS,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,2,5,5,5,5,1,1,5,,4,,0.9278575,Idk,Yes,A single instructor should teach all the classes taking a particular course and the others should assist them in answering student queries amid the lecture. 
2021/01/16 11:33:35 AM GMT+5,Meet,23-27,Male,IT/CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,1,,0.182574186,No comment,No comment,No
2021/01/16 12:11:07 PM GMT+5,Google Classroom,21-23,Female,IT/CS,1,5,3,4,2,4,5,4,1,1,3,2,4,4,3,3,4,4,2,4,4,4,4,2,3,4,1,3,2,1,0,0,2,,3,,1.245220749,giving tutorials before using.,-,-
2021/01/16 1:36:27 PM GMT+5,online recources and tutorials,21-23,Male,IT/CS,5,3,3,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,3,2,2,4,3,3,5,4,4,4,1,1,4,,4,,0.937102406,implement it from the start instead of the middle of a semester ,yes,"make a more consistent way to share recordings, as many instructors upload locked videos"
2021/01/16 1:42:17 PM GMT+5,"Google meet, zoom",21-23,Female,IT/CS,1,5,3,3,3,3,3,1,1,1,4,1,3,3,2,1,1,3,1,2,3,4,4,1,1,1,1,1,1,1,0,0,1,,1,,1.24152298,"By reducing latency, by providing a virtual classroom environment so that the students can be as active as in on campus classes, by improving quality",Yes it does,Same as before. But more stress on providing virtual environment
2021/01/16 3:03:08 PM GMT+5,google classroom,21-23,Male,IT/CS,3,1,1,4,4,2,5,5,4,5,4,4,5,4,2,3,4,5,4,4,4,4,5,4,4,4,5,5,4,5,1,1,5,,4,,1.124952106,everything is ok.,yes,no
2021/01/16 4:50:39 PM GMT+5,google meet,23-27,Male,IT/CS,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,0,0,2,,2,,0.507416263,no,no,E-learning must be discourage
2021/01/16 6:55:43 PM GMT+5,"Google Meet, Zoom",21-23,Female,IT/CS,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,1,1,4,,4,,0.568320777,By giving training to those people having difficulty getting used to it,yes,no
2021/01/16 9:10:46 PM GMT+5,"Google meet, MS Team",21-23,Male,IT/CS,3,5,5,4,5,2,1,3,3,1,5,3,3,3,4,5,1,3,1,3,2,4,5,3,3,4,4,3,3,3,0,1,3,,4,,1.250746903,E learning can be more useful if they are easier to use and organise material better,Yes,They should have ability to include multiple audio source to include computer audio and mic audio
2021/01/16 10:03:27 PM GMT+5,"Laptop,mobile",18-20,Female,IT/CS,3,5,5,4,4,3,2,4,3,4,4,5,4,4,2,2,4,4,4,4,4,2,3,2,4,3,2,4,4,3,1,0,4,,3,,0.937715492,Yes,yes offcours,update the course video
2021/01/17 9:59:37 AM GMT+5,Google classroom ,23-27,Male,IT/CS,2,5,3,4,3,1,2,2,4,3,1,2,4,4,4,4,4,4,4,4,4,4,4,2,3,3,1,4,4,2,0,0,3,,2,,1.116748153,google classroom ,yes ,No
2021/01/17 2:18:42 PM GMT+5,Google meet,23-27,Female,IT/CS,5,5,3,5,3,4,4,3,4,4,4,3,5,2,3,2,4,4,2,4,4,2,2,3,3,4,3,3,3,2,0,0,3,,3,,0.968468396,"If the eLearning tool can make sure the presence of every student during the lecture, and provide some whiteboard feature.",Yes,-
2021/01/17 4:37:10 PM GMT+5,Google meet mainly,21-23,Male,IT/CS,3,2,5,5,3,2,4,1,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,4,,4,,0.999425122,It should give the error message if there is network problem on any side,no,.
2021/01/17 5:57:21 PM GMT+5,Google-Meet,23-27,Female,IT/CS,3,5,5,5,4,5,5,3,3,2,4,3,5,5,4,4,5,5,5,5,5,5,5,4,4,1,2,4,4,3,1,0,4,,2,,1.112106834,"It could be made better only with time. Students need time to adapt to this new E-learning environment. Mean-while, E-learning tools should make themselves user-friendly so that students do not face problem while using it.","Yes, it does but not completely. Other factors are included too.","The only thing that lacks in E-learning experience as compared to Face to Face interaction is the lack of interaction between students and teachers. According to me, teachers should get students engaged with them during the classes by asking questions or performing some activities instead of just delivering the lecture."
2021/01/18 3:18:30 PM GMT+5,Meet,23-27,Female,IT/CS,2,3,2,5,5,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,4,1,0,4,,3,,0.739679956,I dont feel like there is any big flaw,yes,none
2021/01/18 3:19:43 PM GMT+5,Google Meet,23-27,Male,IT/CS,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,3,3,0,0,3,,3,,0.860366134,"Class participation, and some kind of one to one interaction between instructors and individuals could greatly help in E-Learning, this is something which was missing in my experience, because when you are sitting in front of a screen instead of a actual classroom, your focus tends to be weaker, where as in person this problem is minimal.",I think it surely does.,"More interaction between the instructors and the individuals, so that the students would not loose their focus. Discussions with more participants instead of only discussing with a handful of students would also help in improving the focus of individuals. More over I think when using these E-Learning tools, it should be required to sit in a proper formal settings, with good internet a proper laptop or desktop instead of mobile phone, and non-distraction environment."
2021/01/19 5:08:50 AM GMT+5,Google Classroom,23-27,Male,IT/CS,3,5,5,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,5,5,5,4,3,4,1,3,3,2,0,0,3,,3,,0.897634183,I think the tools are more or less well accepted. On a positive end these tools let people to complete their education in time. However the challenge is to promote the engagement as in case of face to face learnings.,Agreed,"Since it is an learning curve for both the students and instructors, I think it will take some time for the E-learning platform to gain normality. Group activities can help a lot in engagement process with fellow students and instructors which can enhance overall experience."
2021/01/19 9:39:23 PM GMT+5,Google Meet,21-23,Male,IT/CS,2,5,5,3,2,1,2,3,3,2,4,3,4,4,2,5,4,4,4,4,2,4,4,4,3,,4,4,4,4,1,1,4,,4,,1.05279361,record lectures and share the link OR make a youtube video,yes,No
2021/01/20 7:32:17 AM GMT+5,"Google classroom, youtube",21-23,Female,IT/CS,1,3,5,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,3,4,2,2,2,2,0,0,2,,3,,0.994236263,never thought about it,to some extend yes,no
2021/01/11 7:09:24 PM GMT+5,MS Team,18-20,Male,Engineering,5,5,3,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,1,1,5,,4,,0.626062316,,,
2021/01/11 7:25:44 PM GMT+5,MS Teams,18-20,Male,Engineering,3,3,3,5,4,4,4,3,4,3,5,4,3,3,4,4,5,,4,5,5,4,,3,2,4,4,3,3,4,0,0,3,,3,,0.799305254,,,
2021/01/11 7:26:10 PM GMT+5,Mibile,18-20,Male,Engineering,4,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,3,4,4,3,4,1,0,4,,3,,0.507416263,,,
2021/01/11 7:34:03 PM GMT+5,Mobile phone ,18-20,Male,Engineering,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,,3,,0.434172485,,,
2021/01/11 7:42:01 PM GMT+5,MS Team,18-20,Male,Engineering,5,3,3,5,5,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,5,1,0,5,,3,,0.698931862,,,
2021/01/11 8:00:56 PM GMT+5,Cell phone ,18-20,Male,Engineering,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,1,4,4,4,3,1,3,4,4,4,4,1,0,4,,3,,0.817200154,,,
2021/01/11 8:07:16 PM GMT+5,Rafia Ashraf,18-20,Female,Engineering,5,3,5,4,3,5,3,4,4,5,4,5,3,4,4,4,4,3,5,4,4,5,3,4,4,3,5,4,4,5,1,1,4,,4,,0.739679956,,,
2021/01/11 8:08:11 PM GMT+5,MS Teams. ,18-20,Male,Engineering,5,5,3,5,4,5,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,5,4,3,4,4,4,5,3,3,1,1,4,,4,,0.664363839,,,
2021/01/11 8:29:10 PM GMT+5,Teams,18-20,Female,Engineering,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,4,4,4,4,4,5,3,1,1,4,,4,,0.621455466,,,
2021/01/11 8:40:47 PM GMT+5,happy,18-20,Male,Engineering,5,4,3,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,1,1,4,4,4,5,5,5,1,1,5,,4,,0.944433176,,,
2021/01/11 9:22:15 PM GMT+5,Microsoft teams,18-20,Male,Engineering,3,3,5,4,3,5,3,3,5,4,4,4,4,3,4,4,3,3,4,4,4,3,3,3,4,4,1,3,4,4,1,0,4,,3,,0.813676204,,,
2021/01/11 9:23:10 PM GMT+5,MSTeam,18-20,Male,Engineering,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,4,5,4,5,5,1,1,5,,4,,0.784915253,,,
2021/01/11 9:45:35 PM GMT+5,Microsoft teams,18-20,Female,Engineering,3,5,5,4,4,4,4,3,4,3,3,3,4,3,4,3,3,4,4,4,3,4,4,4,3,4,,4,4,3,1,1,4,,4,,0.603764871,,,
2021/01/11 9:56:34 PM GMT+5,4,18-20,Male,Engineering,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,1,4,,4,,0.449776445,,,
2021/01/11 9:59:16 PM GMT+5,Msteam,18-20,Male,Engineering,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,,3,,0.610257153,,,
2021/01/11 10:04:29 PM GMT+5,Laptop ,18-20,Female,Engineering,3,5,5,5,3,4,5,5,3,4,4,1,4,4,4,5,5,5,5,5,4,4,4,1,4,1,5,1,1,1,0,0,1,,3,,1.493279966,,,
2021/01/11 10:10:17 PM GMT+5,Mobile,18-20,Female,Engineering,1,3,4,4,4,4,4,4,4,4,4,1,4,3,3,4,4,3,4,4,4,4,,4,3,4,1,3,4,4,1,0,4,,3,,0.949461865,,,
2021/01/11 10:14:19 PM GMT+5,Physical,18-20,Male,Engineering,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,4,,4,,0.682288239,,,
2021/01/11 10:48:25 PM GMT+5,MS-Teams,18-20,Male,Engineering,4,3,3,5,4,4,5,3,4,4,4,3,4,4,4,4,4,4,5,5,4,4,5,3,4,4,4,3,4,1,0,1,3,,4,,0.819307249,,,
2021/01/11 11:11:21 PM GMT+5,Ms Teams,18-20,Male,Engineering,4,5,3,5,4,4,5,3,3,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,4,1,1,4,,4,,0.583292281,,,
2021/01/12 1:07:21 AM GMT+5,Mobile Phone,18-20,Male,Engineering,1,4,1,4,4,3,4,4,1,4,1,1,3,4,4,4,4,4,4,3,3,3,3,4,2,3,3,4,4,1,0,0,3,,3,,1.172481404,,,
2021/01/12 1:12:16 AM GMT+5,MS Teams ,18-20,Male,Engineering,3,3,5,5,4,5,5,4,3,3,4,4,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,,4,,0.711966679,,,
2021/01/12 8:38:10 AM GMT+5,Internet. Problem,18-20,Male,Engineering,1,4,1,1,1,3,4,1,4,1,1,1,1,3,1,1,1,4,1,3,3,4,1,1,1,4,4,1,1,1,0,0,1,,3,,1.32569652,,,
2021/01/12 10:29:26 AM GMT+5,Ms Teams,21-23,Male,Engineering,3,5,5,4,4,1,5,1,1,4,1,1,3,4,3,4,4,3,4,4,4,4,5,1,3,1,1,4,5,4,1,0,4,,2,,1.471569652,,,
2021/01/12 12:38:44 PM GMT+5,Mobile,21-23,Male,Engineering,5,5,1,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,1,1,5,,4,,0.802295557,,,
2021/01/13 12:15:03 AM GMT+5,Engineering ,18-20,Male,Engineering,1,3,1,4,1,1,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,1,1,4,,4,,1.033351872,,,
2021/01/13 9:21:40 AM GMT+5,Mobile,18-20,Male,Engineering,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,,4,,0.773854363,,,
2021/01/15 2:09:17 AM GMT+5,Mibile,18-20,Male,Engineering,4,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,3,4,4,3,4,1,0,4,,3,,0.507416263,,,
2021/01/29 12:01:12 PM GMT+5,English,18-20,Male,Business Administration,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,,3,,0.610257153,,,
2021/01/29 12:03:22 PM GMT+5,Meet,18-20,Female,IT/CS,3,5,3,5,4,4,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,1,1,4,,4,,0.718395402,,,
2021/01/29 12:04:48 PM GMT+5,i learn how to use leptop in a right way,18-20,Male,Business Administration,3,3,4,3,1,4,1,3,4,4,1,1,4,1,1,4,4,4,4,4,3,4,4,4,3,3,4,,4,1,0,0,3,,3,,1.23874241,,,
2021/01/29 12:04:56 PM GMT+5,i learn how to use leptop in a right way,18-20,Male,Business Administration,3,3,4,3,1,4,1,3,4,4,1,1,4,1,1,4,4,4,4,4,3,4,4,4,3,3,4,,4,1,0,0,3,,3,,1.23874241,,,
2021/01/29 12:05:35 PM GMT+5,Meet,21-23,Male,Business Administration,4,3,3,4,3,4,4,3,3,3,4,4,5,5,5,5,4,4,4,3,3,1,1,1,4,3,1,3,3,3,0,0,3,,3,,1.154700538,,,
2021/01/29 12:07:03 PM GMT+5,MS Teams,21-23,Male,Engineering,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,1,0,5,,3,,0.827681987,,,
2021/01/29 12:09:46 PM GMT+5,Mobile phone,18-20,Male,Business Administration,3,5,5,5,4,3,3,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,3,4,4,1,1,4,,4,,0.668675135,,,
2021/01/29 12:09:52 PM GMT+5,Mobile phone,18-20,Male,Business Administration,3,5,5,5,4,3,3,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,3,4,4,1,1,4,,4,,0.668675135,,,
2021/01/29 12:11:13 PM GMT+5,Google Meet,18-20,Female,Business Administration,3,5,5,4,4,1,4,4,4,4,4,3,3,4,1,4,3,1,4,3,4,1,4,4,2,4,1,1,3,1,0,0,2,,2,,1.322223832,,,
2021/01/29 12:12:54 PM GMT+5,Meet,18-20,Male,Business Administration,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,1,1,5,,4,,0.253708132,,,
2021/01/29 12:13:33 PM GMT+5,Cell phone,18-20,Male,Business Administration,3,5,3,4,4,5,4,3,4,4,3,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,3,3,4,4,1,1,4,,4,,0.595963433,,,
2021/01/29 12:13:47 PM GMT+5,"Quaro form, Yahoo answers, Ask.com",18-20,Male,Business Administration,3,5,1,4,4,3,4,4,4,3,4,4,5,4,5,5,5,4,5,4,4,4,4,1,4,4,3,5,5,4,1,1,5,,4,,1.014832527,,,
2021/01/29 12:13:52 PM GMT+5,"Quaro form, Yahoo answers, Ask.com",18-20,Male,Business Administration,3,5,1,4,4,3,4,4,4,3,4,4,5,4,5,5,5,4,5,4,4,4,4,1,4,4,3,5,5,4,1,1,5,,4,,1.014832527,,,
2021/01/29 12:16:26 PM GMT+5,Google Meet,18-20,Male,IT/CS,5,5,3,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,4,4,4,5,5,5,5,1,1,5,,4,,0.556053417,,,
2021/01/29 12:22:20 PM GMT+5,Google meet,21-23,Male,Business Administration,3,5,3,4,4,3,5,3,4,4,1,4,3,4,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,4,1,0,4,,3,,0.776819333,,,
2021/01/29 12:22:37 PM GMT+5,Yes,18-20,Male,Business Administration,5,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,0,0,2,,1,,1.304721752,,,
2021/01/29 12:29:26 PM GMT+5,Mobile,18-20,Male,Business Administration,3,5,5,4,4,3,5,3,4,5,3,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,3,3,1,0,1,2,,4,,0.844182254,,,
2021/01/29 12:33:06 PM GMT+5,Computer,21-23,Male,Business Administration,3,5,5,4,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,1,3,,4,,0.52083046,,,
2021/01/29 12:39:05 PM GMT+5,Goagle Meet,18-20,Male,IT/CS,5,5,3,4,4,5,3,4,4,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,4,4,4,3,4,4,1,1,4,,4,,0.668675135,,,
2021/01/29 12:49:35 PM GMT+5,Microsoft teams,18-20,Male,Engineering,5,5,5,3,4,4,4,4,3,3,4,3,3,4,4,3,3,3,4,4,3,5,4,4,2,3,4,3,5,4,1,0,4,,3,,0.784915253,,,
2021/01/29 12:51:33 PM GMT+5,Meet,18-20,Female,IT/CS,3,5,5,5,5,5,5,4,3,4,5,4,5,5,4,5,5,5,5,4,4,3,5,4,4,4,5,4,4,4,1,1,4,,4,,0.674664668,,,
2021/01/29 12:51:37 PM GMT+5,Google Meet,18-20,Male,IT/CS,5,4,3,4,3,4,5,3,4,3,4,4,5,5,5,4,3,5,5,5,5,5,5,4,4,3,5,4,4,1,0,1,3,,4,,0.959525745,,,
2021/01/29 12:58:01 PM GMT+5,MS Teams,21-23,Male,Engineering,3,5,3,3,3,4,4,3,3,4,3,4,3,4,4,4,4,3,,4,5,5,5,3,3,4,1,4,4,4,1,0,4,,3,,0.85673225,,,
2021/01/29 1:03:26 PM GMT+5,Google meet,18-20,Male,Business Administration,3,3,3,5,5,4,4,3,4,4,3,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,1,1,4,,4,,0.6149479,,,
2021/01/29 1:04:33 PM GMT+5,Google meet,18-20,Male,Business Administration,4,3,4,5,3,3,5,4,3,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,1,0,4,,3,,0.583292281,,,
2021/01/29 1:10:22 PM GMT+5,Google meet,18-20,Male,Business Administration,3,5,4,5,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,1,1,4,,4,,0.547722558,,,
2021/01/29 1:15:25 PM GMT+5,Meet,18-20,Male,IT/CS,4,4,4,3,4,4,1,4,4,,4,3,4,3,4,3,3,3,3,3,3,4,4,4,2,3,4,4,4,1,0,0,3,,3,,0.862462964,,,
2021/01/29 1:16:17 PM GMT+5,Microsoft teams,18-20,Male,Engineering,3,5,5,4,4,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,0,1,3,,4,,0.6149479,,,
2021/01/29 1:23:45 PM GMT+5,Google Meet,18-20,Male,IT/CS,3,3,5,4,3,1,4,4,1,3,4,1,1,3,3,4,4,3,3,4,4,4,3,4,2,3,3,4,5,4,1,0,4,,3,,1.104327954,,,
2021/01/29 1:23:47 PM GMT+5,Google meet,18-20,Male,Business Administration,3,5,4,5,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,1,1,4,,4,,0.547722558,,,
2021/01/29 1:23:50 PM GMT+5,Google Meet,18-20,Male,IT/CS,3,3,5,4,3,1,4,4,1,3,4,1,1,3,3,4,4,3,3,4,4,4,3,4,2,3,3,4,5,4,1,0,4,,3,,1.104327954,,,
2021/01/29 1:24:31 PM GMT+5,MS team,18-20,Female,Engineering,3,3,5,5,5,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,4,,4,,0.52083046,,,
2021/01/29 1:28:46 PM GMT+5,Google meet ,21-23,Male,IT/CS,3,5,5,4,3,3,4,4,4,3,3,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,1,4,5,4,1,0,4,,3,,0.937102406,,,
2021/01/29 1:29:50 PM GMT+5,Google meet ,21-23,Female,IT/CS,4,4,1,1,3,3,1,1,,3,4,4,4,,1,4,3,3,3,4,4,4,4,4,3,3,3,4,,4,1,0,4,,3,,1.120897077,,,
2021/01/29 1:30:17 PM GMT+5,e-mailing,18-20,Female,BBA,3,5,3,3,3,3,1,3,4,3,3,4,3,3,3,3,3,4,3,4,4,3,3,1,3,4,1,3,3,4,0,0,3,,3,,0.88473647,,,
